CO2 Emissions(g/km);Engine Size(L);Fuel Consumption City (L/100 km);Fuel Consumption Hwy (L/100 km);Fuel Consumption Comb (L/100 km);Make;Model;Vehicle Class;Cylinders;Transmission;Fuel Type
296;6;15;10;13;CHEVROLET;Camaro SS;SUBCOMPACT;8;M6;Z
355;6;18;11;15;CHEVROLET;Camaro ZL1;SUBCOMPACT;8;AS10;Z
349;6;17;12;15;CHEVROLET;Camaro ZL1;SUBCOMPACT;8;M6;Z
252;3;12;9;11;CHEVROLET;Colorado;PICKUP TRUCK - SMALL;4;A6;X
270;3;12;8;10;CHEVROLET;Colorado;PICKUP TRUCK - SMALL;4;A6;D
273;4;13;10;12;CHEVROLET;Colorado;PICKUP TRUCK - SMALL;6;A8;X
265;3;13;10;11;CHEVROLET;Colorado 4WD;PICKUP TRUCK - SMALL;4;A6;X
284;3;12;9;11;CHEVROLET;Colorado 4WD;PICKUP TRUCK - SMALL;4;A6;D
286;4;14;10;12;CHEVROLET;Colorado 4WD;PICKUP TRUCK - SMALL;6;A8;X
326;3;13;11;12;CHEVROLET;Colorado ZR2 4WD;PICKUP TRUCK - SMALL;4;A6;D
331;4;15;13;14;CHEVROLET;Colorado ZR2 4WD;PICKUP TRUCK - SMALL;6;A8;X
290;6;15;9;12;CHEVROLET;Corvette;TWO-SEATER;8;AS8;Z
196;2;9;8;8;CHEVROLET;Equinox;SUV - SMALL;4;A6;X
204;2;9;8;9;CHEVROLET;Equinox AWD;SUV - SMALL;4;A6;X
228;2;11;8;10;CHEVROLET;Equinox AWD;SUV - SMALL;4;A9;Z
255;4;13;9;11;CHEVROLET;Impala;FULL-SIZE;6;AS6;X
246;4;17;12;15;CHEVROLET;Impala;FULL-SIZE;6;AS6;E
189;2;8;7;8;CHEVROLET;Malibu;MID-SIZE;4;AV;X
214;2;11;7;9;CHEVROLET;Malibu;MID-SIZE;4;A9;Z
262;3;12;10;11;CHEVROLET;Silverado;PICKUP TRUCK - STANDARD;4;A8;X
275;3;13;11;12;CHEVROLET;Silverado WT;PICKUP TRUCK - STANDARD;4;A8;X
238;3;10;7;9;CHEVROLET;Silverado;PICKUP TRUCK - STANDARD;6;A10;D
318;4;15;12;14;CHEVROLET;Silverado;PICKUP TRUCK - STANDARD;6;A6;X
326;5;16;11;14;CHEVROLET;Silverado;PICKUP TRUCK - STANDARD;8;A6;X
339;5;16;13;14;CHEVROLET;Silverado FFV;PICKUP TRUCK - STANDARD;8;A6;X
326;5;22;16;20;CHEVROLET;Silverado FFV;PICKUP TRUCK - STANDARD;8;A6;E
286;5;14;10;12;CHEVROLET;Silverado;PICKUP TRUCK - STANDARD;8;A8;X
275;3;13;11;12;CHEVROLET;Silverado 4WD;PICKUP TRUCK - STANDARD;4;A8;X
280;3;13;11;12;CHEVROLET;Silverado WT 4WD;PICKUP TRUCK - STANDARD;4;A8;X
252;3;10;8;9;CHEVROLET;Silverado 4WD;PICKUP TRUCK - STANDARD;6;A10;D
331;4;16;12;14;CHEVROLET;Silverado 4WD;PICKUP TRUCK - STANDARD;6;A6;X
349;4;16;13;15;CHEVROLET;Silverado 4WD Custom Trail Boss;PICKUP TRUCK - STANDARD;6;A6;X
331;5;16;12;14;CHEVROLET;Silverado 4WD;PICKUP TRUCK - STANDARD;8;A6;X
350;5;17;13;15;CHEVROLET;Silverado 4WD FFV;PICKUP TRUCK - STANDARD;8;A6;X
342;5;22;18;21;CHEVROLET;Silverado 4WD FFV;PICKUP TRUCK - STANDARD;8;A6;E
354;5;17;13;15;CHEVROLET;Silverado 4WD Custom Trail Boss;PICKUP TRUCK - STANDARD;8;A6;X
303;5;15;11;13;CHEVROLET;Silverado 4WD;PICKUP TRUCK - STANDARD;8;A8;X
296;5;14;11;13;CHEVROLET;Silverado 4WD;PICKUP TRUCK - STANDARD;8;A10;X
307;5;15;11;13;CHEVROLET;Silverado 4WD LT Trail Boss;PICKUP TRUCK - STANDARD;8;A10;X
321;6;15;12;14;CHEVROLET;Silverado 4WD;PICKUP TRUCK - STANDARD;8;A10;Z
357;6;17;13;15;CHEVROLET;Silverado 4WD Custom Trail Boss;PICKUP TRUCK - STANDARD;8;A10;Z
332;6;16;12;14;CHEVROLET;Silverado 4WD LT Trail Boss;PICKUP TRUCK - STANDARD;8;A10;Z
167;1;8;6;7;CHEVROLET;Spark;SUBCOMPACT;4;AV;X
170;1;8;6;7;CHEVROLET;Spark;SUBCOMPACT;4;M5;X
314;5;16;11;13;CHEVROLET;Suburban;SUV - STANDARD;8;A6;X
314;5;16;11;13;CHEVROLET;Suburban FFV;SUV - STANDARD;8;A6;X
298;5;21;14;18;CHEVROLET;Suburban FFV;SUV - STANDARD;8;A6;E
337;5;17;11;14;CHEVROLET;Suburban 4WD;SUV - STANDARD;8;A6;X
337;5;17;11;14;CHEVROLET;Suburban 4WD FFV;SUV - STANDARD;8;A6;X
319;5;22;15;19;CHEVROLET;Suburban 4WD FFV;SUV - STANDARD;8;A6;E
343;6;17;11;15;CHEVROLET;Suburban 4WD;SUV - STANDARD;8;A10;Z
314;5;16;11;13;CHEVROLET;Tahoe;SUV - STANDARD;8;A6;X
314;5;16;11;13;CHEVROLET;Tahoe FFV;SUV - STANDARD;8;A6;X
298;5;21;14;18;CHEVROLET;Tahoe FFV;SUV - STANDARD;8;A6;E
325;5;16;11;14;CHEVROLET;Tahoe 4WD;SUV - STANDARD;8;A6;X
325;5;16;11;14;CHEVROLET;Tahoe 4WD FFV;SUV - STANDARD;8;A6;X
305;5;22;14;18;CHEVROLET;Tahoe 4WD FFV;SUV - STANDARD;8;A6;E
327;6;17;11;14;CHEVROLET;Tahoe 4WD;SUV - STANDARD;8;A10;Z
261;4;13;9;11;CHEVROLET;Traverse;SUV - STANDARD;6;A9;X
276;4;14;10;12;CHEVROLET;Traverse AWD;SUV - STANDARD;6;A9;X
196;1;9;8;8;CHEVROLET;Trax;SUV - SMALL;4;AS6;X
214;1;10;8;9;CHEVROLET;Trax AWD;SUV - SMALL;4;AS6;X
242;4;12;8;10;CHRYSLER;300;FULL-SIZE;6;A8;X
289;6;15;9;12;CHRYSLER;300;FULL-SIZE;8;A8;X
258;4;13;9;11;CHRYSLER;300 AWD;FULL-SIZE;6;A8;X
249;4;12;8;11;CHRYSLER;Pacifica (Stop-Start);MINIVAN;6;A9;X
249;4;12;8;11;CHRYSLER;Voyager (Stop-Start);MINIVAN;6;A9;X
242;4;12;8;10;DODGE;Challenger;MID-SIZE;6;A8;X
289;6;15;9;12;DODGE;Challenger (MDS);MID-SIZE;8;A8;X
307;6;16;10;13;DODGE;Challenger;MID-SIZE;8;M6;Z
305;6;16;10;13;DODGE;Challenger (MDS);MID-SIZE;8;A8;Z
325;6;17;10;14;DODGE;Challenger;MID-SIZE;8;M6;Z
258;4;13;9;11;DODGE;Challenger AWD;MID-SIZE;6;A8;X
305;6;16;10;13;DODGE;Challenger Widebody (MDS);MID-SIZE;8;A8;Z
325;6;17;10;14;DODGE;Challenger Widebody (MDS);MID-SIZE;8;M6;Z
339;6;18;11;15;DODGE;Challenger SRT Hellcat;MID-SIZE;8;A8;Z
352;6;18;11;15;DODGE;Challenger SRT Hellcat;MID-SIZE;8;M6;Z
358;6;19;11;15;DODGE;Challenger SRT Hellcat Widebody;MID-SIZE;8;A8;Z
352;6;18;11;15;DODGE;Challenger SRT Hellcat Widebody;MID-SIZE;8;M6;Z
271;4;14;9;12;DODGE;Charger;FULL-SIZE;6;A5;X
242;4;12;8;10;DODGE;Charger;FULL-SIZE;6;A8;X
289;6;15;9;12;DODGE;Charger (MDS);FULL-SIZE;8;A8;X
305;6;16;10;13;DODGE;Charger (MDS);FULL-SIZE;8;A8;Z
258;4;13;9;11;DODGE;Charger AWD;FULL-SIZE;6;A8;X
305;6;16;10;13;DODGE;Charger Widebody (MDS);FULL-SIZE;8;A8;Z
368;6;19;12;16;DODGE;Charger SRT Hellcat Widebody;FULL-SIZE;8;A8;Z
265;4;13;10;11;DODGE;Durango AWD;SUV - STANDARD;6;A8;X
331;6;17;11;14;DODGE;Durango AWD;SUV - STANDARD;8;A8;X
363;6;18;12;16;DODGE;Durango AWD SRT;SUV - STANDARD;8;A8;Z
276;4;14;9;12;DODGE;Grand Caravan;MINIVAN;6;A6;X
261;2;13;9;11;DODGE;Journey;SUV - SMALL;4;A4;X
187;1;9;7;8;FIAT;124 Spider;TWO-SEATER;4;A6;X
185;1;9;7;8;FIAT;124 Spider;TWO-SEATER;4;M6;X
221;1;11;8;9;FIAT;500L;STATION WAGON - SMALL;4;A6;X
213;1;10;8;9;FIAT;500X AWD;SUV - SMALL;4;A9;X
197;1;9;8;8;FORD;EcoSport;SUV - SMALL;3;AS6;X
216;2;10;8;9;FORD;EcoSport AWD;SUV - SMALL;4;AS6;X
229;2;11;8;10;FORD;Edge;SUV - SMALL;4;A8;X
233;2;11;8;10;FORD;Edge AWD;SUV - SMALL;4;A8;X
233;2;11;8;10;FORD;Edge AWD;SUV - SMALL;4;AS8;X
258;3;13;9;11;FORD;Edge AWD;SUV - SMALL;6;AS8;X
185;2;9;7;8;FORD;Escape;SUV - SMALL;3;A8;X
196;2;9;8;8;FORD;Escape AWD;SUV - SMALL;3;A8;X
213;2;10;8;9;FORD;Escape AWD;SUV - SMALL;4;AS8;X
136;3;5;6;6;FORD;Escape Hybrid;SUV - SMALL;4;AV;X
139;3;6;6;6;FORD;Escape Hybrid AWD;SUV - SMALL;4;AV;X
294;4;14;11;13;FORD;Expedition 4X4;SUV - STANDARD;6;AS10;X
308;4;15;11;13;FORD;Expedition MAX 4X4;SUV - STANDARD;6;AS10;X
241;2;12;9;10;FORD;Explorer AWD;SUV - STANDARD;4;AS10;X
278;3;13;10;12;FORD;Explorer AWD;SUV - STANDARD;6;AS10;X
225;3;10;9;10;FORD;Explorer Hybrid AWD;SUV - STANDARD;6;AS10;X
249;3;12;9;11;FORD;F-150;PICKUP TRUCK - STANDARD;6;AS10;X
264;3;11;8;10;FORD;F-150;PICKUP TRUCK - STANDARD;6;AS10;D
264;3;11;8;10;FORD;F-150 (LT Tire Pkg);PICKUP TRUCK - STANDARD;6;AS10;D
254;3;12;9;11;FORD;F-150 FFV;PICKUP TRUCK - STANDARD;6;AS6;X
245;3;17;13;15;FORD;F-150 FFV;PICKUP TRUCK - STANDARD;6;AS6;E
298;4;14;11;13;FORD;F-150;PICKUP TRUCK - STANDARD;6;AS10;X
297;5;14;11;13;FORD;F-150 FFV;PICKUP TRUCK - STANDARD;8;AS10;X
293;5;20;15;18;FORD;F-150 FFV;PICKUP TRUCK - STANDARD;8;AS10;E
305;5;14;11;13;FORD;F-150 FFV (LT Tire Pkg);PICKUP TRUCK - STANDARD;8;AS10;X
294;5;20;15;18;FORD;F-150 FFV (LT Tire Pkg);PICKUP TRUCK - STANDARD;8;AS10;E
319;5;15;12;14;FORD;F-150 FFV (Payload Pkg);PICKUP TRUCK - STANDARD;8;AS10;X
300;5;20;16;18;FORD;F-150 FFV (Payload Pkg);PICKUP TRUCK - STANDARD;8;AS10;E
277;3;13;10;12;FORD;F-150 4X4;PICKUP TRUCK - STANDARD;6;AS10;X
290;3;12;9;11;FORD;F-150 4X4;PICKUP TRUCK - STANDARD;6;AS10;D
270;3;11;9;10;FORD;F-150 4X4 XL/XLT;PICKUP TRUCK - STANDARD;6;AS10;D
274;3;13;10;12;FORD;F-150 FFV 4X4;PICKUP TRUCK - STANDARD;6;AS6;X
265;3;18;14;16;FORD;F-150 FFV 4X4;PICKUP TRUCK - STANDARD;6;AS6;E
304;4;15;11;13;FORD;F-150 4X4;PICKUP TRUCK - STANDARD;6;AS10;X
296;4;14;11;13;FORD;F-150 4X4 Limited;PICKUP TRUCK - STANDARD;6;AS10;X
317;5;15;12;14;FORD;F-150 FFV 4X4;PICKUP TRUCK - STANDARD;8;AS10;X
296;5;20;15;18;FORD;F-150 FFV 4X4;PICKUP TRUCK - STANDARD;8;AS10;E
336;4;15;13;14;FORD;F-150 Raptor 4X4;PICKUP TRUCK - STANDARD;6;AS10;X
203;2;10;7;9;FORD;Fusion;MID-SIZE;4;AS6;X
131;2;6;6;6;FORD;Fusion Hybrid;MID-SIZE;4;AV;X
393;4;20;13;17;FORD;GT;TWO-SEATER;6;AM7;Z
221;2;11;7;9;FORD;Mustang;SUBCOMPACT;4;AS10;X
242;2;12;8;10;FORD;Mustang (Performance Pkg);SUBCOMPACT;4;AS10;X
226;2;11;8;10;FORD;Mustang;SUBCOMPACT;4;M6;X
244;2;12;9;10;FORD;Mustang (Performance Pkg);SUBCOMPACT;4;M6;X
289;5;15;9;12;FORD;Mustang;SUBCOMPACT;8;AS10;X
312;5;16;10;13;FORD;Mustang;SUBCOMPACT;8;M6;X
319;5;16;10;14;FORD;Mustang Bullitt;SUBCOMPACT;8;M6;X
242;2;12;8;10;FORD;Mustang Convertible;SUBCOMPACT;4;AS10;X
244;2;12;9;10;FORD;Mustang Convertible (Performance Pkg);SUBCOMPACT;4;AS10;X
240;2;12;8;10;FORD;Mustang Convertible;SUBCOMPACT;4;M6;X
252;2;12;9;11;FORD;Mustang Convertible (Performance Pkg);SUBCOMPACT;4;M6;X
303;5;15;10;13;FORD;Mustang Convertible;SUBCOMPACT;8;AS10;X
256;2;12;10;11;FORD;Ranger 4WD;PICKUP TRUCK - STANDARD;4;AS10;X
342;5;17;11;15;FORD;Shelby GT350 Mustang;SUBCOMPACT;8;M6;Z
392;5;20;13;17;FORD;Shelby GT500 Mustang;SUBCOMPACT;8;AM7;Z
340;4;16;12;15;FORD;T-150 Wagon FFV;VAN - PASSENGER;6;AS10;X
316;4;22;16;19;FORD;T-150 Wagon FFV;VAN - PASSENGER;6;AS10;E
352;4;17;13;15;FORD;T-150 Wagon FFV 4WD;VAN - PASSENGER;6;AS10;X
328;4;22;17;20;FORD;T-150 Wagon FFV 4WD;VAN - PASSENGER;6;AS10;E
219;2;10;9;9;FORD;Transit Connect Van FFV;SPECIAL PURPOSE VEHICLE;4;AS8;X
209;2;13;12;13;FORD;Transit Connect Van FFV;SPECIAL PURPOSE VEHICLE;4;AS8;E
219;2;10;9;9;FORD;Transit Connect Van LWB;SPECIAL PURPOSE VEHICLE;4;AS8;X
247;3;12;9;11;FORD;Transit Connect Van LWB;SPECIAL PURPOSE VEHICLE;4;AS6;X
214;2;10;8;9;FORD;Transit Connect Wagon LWB;SPECIAL PURPOSE VEHICLE;4;AS8;X
214;2;10;8;9;FORD;Transit Connect Wagon LWB FFV;SPECIAL PURPOSE VEHICLE;4;AS8;X
208;2;14;11;13;FORD;Transit Connect Wagon LWB FFV;SPECIAL PURPOSE VEHICLE;4;AS8;E
251;3;12;9;11;FORD;Transit Connect Wagon LWB;SPECIAL PURPOSE VEHICLE;4;AS6;X
255;2;13;9;11;GENESIS;G70;COMPACT;4;M6;Z
238;2;11;9;10;GENESIS;G70 AWD;COMPACT;4;AS8;Z
284;3;14;10;12;GENESIS;G70 AWD;COMPACT;6;AS8;Z
282;3;14;10;12;GENESIS;G80 AWD;FULL-SIZE;6;AS8;Z
276;4;13;10;12;GENESIS;G80 AWD;FULL-SIZE;6;AS8;X
312;5;16;10;13;GENESIS;G80 AWD;FULL-SIZE;8;AS8;Z
280;3;14;10;12;GENESIS;G90 AWD;FULL-SIZE;6;AS8;Z
311;5;15;10;13;GENESIS;G90 AWD;FULL-SIZE;8;AS8;Z
225;2;11;8;10;GMC;Acadia;SUV - STANDARD;4;A9;X
238;3;11;9;10;GMC;Acadia;SUV - STANDARD;4;A9;X
257;4;13;9;11;GMC;Acadia;SUV - STANDARD;6;A9;X
232;2;11;9;10;GMC;Acadia AWD;SUV - STANDARD;4;A9;X
269;4;13;9;11;GMC;Acadia AWD;SUV - STANDARD;6;A9;X
252;3;12;9;11;GMC;Canyon;PICKUP TRUCK - SMALL;4;A6;X
270;3;12;8;10;GMC;Canyon;PICKUP TRUCK - SMALL;4;A6;D
273;4;13;10;12;GMC;Canyon;PICKUP TRUCK - SMALL;6;A8;X
265;3;13;10;11;GMC;Canyon 4WD;PICKUP TRUCK - SMALL;4;A6;X
284;3;12;9;11;GMC;Canyon 4WD;PICKUP TRUCK - SMALL;4;A6;D
286;4;14;10;12;GMC;Canyon 4WD;PICKUP TRUCK - SMALL;6;A8;X
262;3;12;10;11;GMC;Sierra;PICKUP TRUCK - STANDARD;4;A8;X
275;3;13;11;12;GMC;Sierra WT;PICKUP TRUCK - STANDARD;4;A8;X
245;3;10;8;9;GMC;Sierra;PICKUP TRUCK - STANDARD;6;A10;D
318;4;15;12;14;GMC;Sierra;PICKUP TRUCK - STANDARD;6;A6;X
326;5;16;11;14;GMC;Sierra;PICKUP TRUCK - STANDARD;8;A6;X
339;5;16;13;14;GMC;Sierra FFV;PICKUP TRUCK - STANDARD;8;A6;X
326;5;22;16;20;GMC;Sierra FFV;PICKUP TRUCK - STANDARD;8;A6;E
288;5;14;10;12;GMC;Sierra;PICKUP TRUCK - STANDARD;8;A8;X
275;3;13;11;12;GMC;Sierra 4WD;PICKUP TRUCK - STANDARD;4;A8;X
280;3;13;11;12;GMC;Sierra WT 4WD;PICKUP TRUCK - STANDARD;4;A8;X
265;3;11;9;10;GMC;Sierra 4WD;PICKUP TRUCK - STANDARD;6;A10;D
265;3;11;9;10;GMC;Sierra 4WD AT4;PICKUP TRUCK - STANDARD;6;A10;D
331;4;16;12;14;GMC;Sierra 4WD;PICKUP TRUCK - STANDARD;6;A6;X
331;5;16;12;14;GMC;Sierra 4WD;PICKUP TRUCK - STANDARD;8;A6;X
344;5;16;13;15;GMC;Sierra 4WD FFV;PICKUP TRUCK - STANDARD;8;A6;X
325;5;22;17;20;GMC;Sierra 4WD FFV;PICKUP TRUCK - STANDARD;8;A6;E
354;5;17;13;15;GMC;Sierra 4WD AT4;PICKUP TRUCK - STANDARD;8;A6;X
304;5;15;11;13;GMC;Sierra 4WD;PICKUP TRUCK - STANDARD;8;A8;X
314;5;15;11;13;GMC;Sierra 4WD AT4;PICKUP TRUCK - STANDARD;8;A8;X
298;5;14;11;13;GMC;Sierra 4WD;PICKUP TRUCK - STANDARD;8;A10;X
307;5;15;11;13;GMC;Sierra 4WD AT4;PICKUP TRUCK - STANDARD;8;A10;X
326;6;16;12;14;GMC;Sierra 4WD;PICKUP TRUCK - STANDARD;8;A10;Z
332;6;16;12;14;GMC;Sierra 4WD AT4;PICKUP TRUCK - STANDARD;8;A10;Z
202;2;9;8;9;GMC;Terrain;SUV - SMALL;4;A9;X
210;2;10;8;9;GMC;Terrain AWD;SUV - SMALL;4;A9;X
239;2;11;9;10;GMC;Terrain AWD;SUV - SMALL;4;A9;Z
314;5;16;11;13;GMC;Yukon;SUV - STANDARD;8;A6;X
314;5;16;11;13;GMC;Yukon FFV;SUV - STANDARD;8;A6;X
298;5;21;14;18;GMC;Yukon FFV;SUV - STANDARD;8;A6;E
325;5;16;11;14;GMC;Yukon 4WD;SUV - STANDARD;8;A6;X
325;5;16;11;14;GMC;Yukon 4WD FFV;SUV - STANDARD;8;A6;X
305;5;22;14;18;GMC;Yukon 4WD FFV;SUV - STANDARD;8;A6;E
327;6;17;11;14;GMC;Yukon 4WD;SUV - STANDARD;8;A10;Z
314;5;16;11;13;GMC;Yukon XL;SUV - STANDARD;8;A6;X
314;5;16;11;13;GMC;Yukon XL FFV;SUV - STANDARD;8;A6;X
298;5;21;14;18;GMC;Yukon XL FFV;SUV - STANDARD;8;A6;E
337;5;17;11;14;GMC;Yukon XL 4WD;SUV - STANDARD;8;A6;X
337;5;17;11;14;GMC;Yukon XL 4WD FFV;SUV - STANDARD;8;A6;X
319;5;22;15;19;GMC;Yukon XL 4WD FFV;SUV - STANDARD;8;A6;E
343;6;17;11;15;GMC;Yukon XL 4WD;SUV - STANDARD;8;A10;Z
170;2;8;6;7;HONDA;Accord;FULL-SIZE;4;AV;X
177;2;8;7;8;HONDA;Accord;FULL-SIZE;4;AV7;X
185;2;9;7;8;HONDA;Accord;FULL-SIZE;4;M6;X
214;2;11;7;9;HONDA;Accord;FULL-SIZE;4;M6;X
211;2;10;7;9;HONDA;Accord Sport/Touring;MID-SIZE;4;AS10;X
117;2;5;5;5;HONDA;Accord Hybrid;FULL-SIZE;4;AV;X
167;2;8;6;7;HONDA;Civic Coupe;COMPACT;4;AV7;X
164;2;8;6;7;HONDA;Civic Coupe;COMPACT;4;AV;X
176;2;8;7;8;HONDA;Civic Coupe;COMPACT;4;AV7;X
189;2;9;7;8;HONDA;Civic Coupe;COMPACT;4;M6;X
183;2;9;6;8;HONDA;Civic Coupe Si;COMPACT;4;M6;Z
162;2;8;6;7;HONDA;Civic Hatchback;FULL-SIZE;4;AV;X
167;2;8;6;7;HONDA;Civic Hatchback;FULL-SIZE;4;M6;X
172;2;8;7;7;HONDA;Civic Hatchback Sport;FULL-SIZE;4;AV7;Z
167;2;8;6;7;HONDA;Civic Hatchback Sport;FULL-SIZE;4;M6;Z
165;2;8;6;7;HONDA;Civic Sedan;MID-SIZE;4;AV7;X
167;2;8;6;7;HONDA;Civic Sedan;MID-SIZE;4;AV;X
172;2;8;7;7;HONDA;Civic Sedan;MID-SIZE;4;AV7;X
186;2;9;7;8;HONDA;Civic Sedan;MID-SIZE;4;M6;X
183;2;9;6;8;HONDA;Civic Sedan Si;MID-SIZE;4;M6;Z
223;2;11;8;10;HONDA;Civic Type R;FULL-SIZE;4;M6;Z
180;2;8;7;8;HONDA;CR-V;SUV - SMALL;4;AV;X
189;2;9;7;8;HONDA;CR-V AWD;SUV - SMALL;4;AV;X
151;2;7;6;7;HONDA;Fit;STATION WAGON - SMALL;4;AV;X
166;2;8;7;7;HONDA;Fit;STATION WAGON - SMALL;4;AV7;X
174;2;8;7;7;HONDA;Fit;STATION WAGON - SMALL;4;M6;X
181;2;8;7;8;HONDA;HR-V;STATION WAGON - SMALL;4;AV;X
193;2;9;8;8;HONDA;HR-V AWD;STATION WAGON - SMALL;4;AV;X
200;2;9;8;9;HONDA;HR-V AWD;STATION WAGON - SMALL;4;AV7;X
115;2;5;5;5;HONDA;Insight EX/Touring;MID-SIZE;4;AV;X
248;4;12;9;11;HONDA;Odyssey;MINIVAN;6;AS10;X
265;4;13;10;11;HONDA;Passport AWD;SUV - SMALL;6;AS9;X
266;4;13;9;11;HONDA;Pilot AWD;SUV - SMALL;6;A6;X
257;4;12;9;11;HONDA;Pilot AWD;SUV - SMALL;6;AS9;X
269;4;13;10;11;HONDA;Ridgeline AWD;PICKUP TRUCK - STANDARD;6;AS9;X
160;2;7;6;7;HYUNDAI;Accent;COMPACT;4;AV;X
168;2;8;6;7;HYUNDAI;Accent;COMPACT;4;M6;X
192;2;9;7;8;HYUNDAI;Elantra;MID-SIZE;4;AM7;X
214;2;10;8;9;HYUNDAI;Elantra;MID-SIZE;4;M6;X
161;2;8;6;7;HYUNDAI;Elantra;MID-SIZE;4;AV;X
187;2;9;6;8;HYUNDAI;Elantra;MID-SIZE;4;M6;X
205;2;10;7;9;HYUNDAI;Elantra GT;FULL-SIZE;4;AM7;X
218;2;10;8;9;HYUNDAI;Elantra GT;FULL-SIZE;4;M6;X
199;2;9;7;8;HYUNDAI;Elantra GT;FULL-SIZE;4;AS6;X
207;2;10;7;9;HYUNDAI;Elantra GT;FULL-SIZE;4;M6;X
99;2;4;4;4;HYUNDAI;IONIQ;FULL-SIZE;4;AM6;X
96;2;4;4;4;HYUNDAI;IONIQ Blue;FULL-SIZE;4;AM6;X
187;2;9;7;8;HYUNDAI;Kona;SUV - SMALL;4;AS6;X
201;2;9;8;9;HYUNDAI;Kona AWD;SUV - SMALL;4;AM7;X
202;2;9;8;9;HYUNDAI;Kona AWD;SUV - SMALL;4;AS6;X
250;4;12;9;11;HYUNDAI;Palisade;SUV - STANDARD;6;AS8;X
265;4;12;10;11;HYUNDAI;Palisade AWD;SUV - STANDARD;6;AS8;X
225;2;11;8;10;HYUNDAI;Santa Fe;SUV - SMALL;4;AS8;X
255;2;12;9;11;HYUNDAI;Santa Fe AWD;SUV - SMALL;4;AS8;X
238;2;11;9;10;HYUNDAI;Santa Fe AWD;SUV - SMALL;4;AS8;X
181;2;9;7;8;HYUNDAI;Sonata;FULL-SIZE;4;AS8;X
182;3;9;6;8;HYUNDAI;Sonata;FULL-SIZE;4;AS8;X
117;2;5;5;5;HYUNDAI;Sonata Hybrid;FULL-SIZE;4;AM6;X
216;2;10;8;9;HYUNDAI;Tucson;SUV - SMALL;4;AS6;X
239;2;11;9;10;HYUNDAI;Tucson AWD;SUV - SMALL;4;AS6;X
241;2;11;9;10;HYUNDAI;Tucson AWD;SUV - SMALL;4;AS6;X
184;2;9;7;8;HYUNDAI;Veloster Turbo;COMPACT;4;AM7;X
196;2;9;7;8;HYUNDAI;Veloster Turbo;COMPACT;4;M6;X
193;2;9;7;8;HYUNDAI;Veloster;COMPACT;4;AS6;X
226;2;11;8;10;HYUNDAI;Veloster N;COMPACT;4;M6;X
178;2;8;7;8;HYUNDAI;Venue;MID-SIZE;4;AV;X
184;2;9;7;8;HYUNDAI;Venue;MID-SIZE;4;M6;X
254;3;13;9;11;INFINITI;Q50 AWD;MID-SIZE;6;AS7;Z
261;3;13;9;11;INFINITI;Q50 AWD Red Sport;MID-SIZE;6;AS7;Z
251;3;12;9;11;INFINITI;Q60 AWD;SUBCOMPACT;6;AS7;Z
259;3;13;9;11;INFINITI;Q60 AWD Red Sport;SUBCOMPACT;6;AS7;Z
228;2;11;8;10;INFINITI;QX50 AWD;SUV - SMALL;4;AV8;Z
257;4;13;9;11;INFINITI;QX60 AWD;SUV - SMALL;6;AV7;Z
360;6;18;12;15;INFINITI;QX80 4WD;SUV - STANDARD;8;AS7;Z
231;2;11;8;10;JAGUAR;E-PACE P250;SUV - SMALL;4;AS9;Z
236;2;11;9;10;JAGUAR;E-PACE P300;SUV - SMALL;4;AS9;Z
227;2;11;9;10;JAGUAR;F-PACE 25t;SUV - SMALL;4;AS8;Z
232;2;11;9;10;JAGUAR;F-PACE 30t;SUV - SMALL;4;AS8;Z
277;3;13;10;12;JAGUAR;F-PACE S;SUV - SMALL;6;AS8;Z
303;5;15;11;13;JAGUAR;F-PACE SVR;SUV - SMALL;8;AS8;Z
215;2;10;8;9;JAGUAR;F-TYPE P300 Convertible;TWO-SEATER;4;AS8;Z
242;3;12;9;10;JAGUAR;F-TYPE Convertible;TWO-SEATER;6;AS8;Z
253;3;12;9;11;JAGUAR;F-TYPE Convertible R-Dynamic;TWO-SEATER;6;AS8;Z
265;3;13;9;11;JAGUAR;F-TYPE Convertible R-Dynamic AWD;TWO-SEATER;6;AS8;Z
299;5;15;10;13;JAGUAR;F-TYPE R AWD Convertible;TWO-SEATER;8;AS8;Z
299;5;15;10;13;JAGUAR;F-TYPE SVR AWD Convertible;TWO-SEATER;8;AS8;Z
215;2;10;8;9;JAGUAR;F-TYPE P300 Coupe;TWO-SEATER;4;AS8;Z
242;3;12;9;10;JAGUAR;F-TYPE Coupe;TWO-SEATER;6;AS8;Z
253;3;12;9;11;JAGUAR;F-TYPE Coupe R-Dynamic;TWO-SEATER;6;AS8;Z
265;3;13;9;11;JAGUAR;F-TYPE Coupe R-Dynamic AWD;TWO-SEATER;6;AS8;Z
299;5;15;10;13;JAGUAR;F-TYPE R AWD Coupe;TWO-SEATER;8;AS8;Z
299;5;15;10;13;JAGUAR;F-TYPE SVR AWD Coupe;TWO-SEATER;8;AS8;Z
200;2;10;7;9;JAGUAR;XE P250 AWD;COMPACT;4;AS8;Z
220;2;11;8;9;JAGUAR;XE P300 AWD;COMPACT;4;AS8;Z
207;2;10;7;9;JAGUAR;XF 25t AWD;MID-SIZE;4;AS8;Z
217;2;11;8;9;JAGUAR;XF 30t AWD;MID-SIZE;4;AS8;Z
